geoid,bus_weighted_otp,bus_route_count
42003552400,0.7833819277108436,1
42003552200,0.6858590996179841,3
42003489001,0.7088882178552176,2
42003080900,0.6613484212363481,5
42003462600,0.7008501930067412,2
42003475200,0.7328187500000001,1
42003413400,0.6455521163897328,5
42003130600,0.6649461070656095,5
42003523701,0.6379180722891566,1
42003419000,0.6146187648117911,4
42003101900,0.6974110444554342,2
42003561500,0.6452087490868821,10
42003526101,0.6379180722891566,1
42003472400,0.76378875,1
42003982200,0.6371559493155909,18
42003515300,0.627619091476004,4
42003980500,0.6523715705882416,2
42003562300,0.6591427257711714,9
42003161000,0.7396591458509737,2
42003101800,0.6624054513117082,2
42003401300,0.6431036144578315,1
42003141400,0.6389276243013053,9
42003523502,0.596078365636459,2
42003451102,0.7360734939759035,1
42003560500,0.6134965230865659,4
42003488500,0.6821606960001726,5
42003552100,0.7833819277108435,1
42003460001,0.7080172633364474,2
42003432400,0.7297144924525688,3
42003191900,0.7843324257425742,2
42003488400,0.6852020060718774,2
42003562500,0.7274707420118792,9
42003051000,0.6362308854559395,3
42003523702,0.5772782386523958,2
42003451101,0.7360734939759036,1
42003484600,0.6500780487804879,1
42003470600,0.6865989166323625,2
42003417100,0.6194018618762599,2
42003191500,0.7669606510892875,7
42003140300,0.6260636836117817,8
42003474201,0.76378875,1
42003428200,0.7454350728121931,2
42003429500,0.646521950466691,4
42003130700,0.6256419190560891,7
42003488300,0.6720759552557432,4
42003482500,0.6763355316285079,3
42003170200,0.7063922330488438,5
42003563100,0.6787342030401625,2
42003429300,0.6471686746987952,1
42003480300,0.72646625,1
42003472200,0.7547167297979799,2
42003525300,0.60510834767642,2
42003472300,0.76378875,1
42003010302,0.5864096125006023,11
42003523300,0.571441670904647,3
42003111300,0.6554309714741547,6
42003503002,0.671613471993013,2
42003551300,0.6749650484163813,3
42003422000,0.6465373493975903,1
42003010301,0.6404152696334089,9
42003462100,0.7306150636874508,2
42003563202,0.6952653699786341,11
42003260700,0.7304815345055365,3
42003480400,0.72646625,1
42003562800,0.6955688002399794,5
42003523200,0.5930341528081225,4
42003514000,0.6305865701319243,5
42003141100,0.6965384217002691,2
42003281500,0.7080204829138531,3
42003020100,0.6880237258780711,71
42003130800,0.6525650788569157,15
42003401100,0.6431036144578315,1
42003404000,0.6194018618762599,2
42003488100,0.6749771084337349,1
42003448000,0.7563674698795181,1
42003523400,0.585415181803447,2
42007604100,0.756367469879518,1
42003521401,0.6436581961564701,4
42003426300,0.6381056402439024,2
42003561900,0.6375961971830986,4
42003481000,0.7010696794620848,5
42003417200,0.6194018618762599,2
42003507000,0.6996135802469136,1
42003521100,0.5577253012048192,1
42003478100,0.7032124211044117,2
42003508000,0.6063053804057124,2
42003461000,0.7360734939759036,1
42003451105,0.7363779822125736,2
42003270800,0.700599508191677,2
42003431400,0.712666265060241,1
42003520001,0.6079473653499013,2
42003070900,0.6439093290265493,10
42003110600,0.5879493975903615,1
42003191600,0.7497554687500001,2
42003140400,0.632009220228375,7
42003160800,0.7325865997706318,3
42003473300,0.7281295499598515,2
42003519000,0.6178109467364638,3
42003130200,0.6202577755490388,3
42003120300,0.6367968975145956,4
42003484500,0.6500780487804878,1
42003473200,0.7371262518088908,3
42003430200,0.7316780666289319,2
42003427000,0.6298723221020869,2
42003151700,0.6346509302117164,8
42003170600,0.6961100528805328,4
42003090200,0.6559686305789707,5
42003465800,0.6903639146627527,5
42003551900,0.6595176844869168,6
42003403500,0.6217439322894587,2
42003562901,0.6551354417574512,5
42003510000,0.6780463692449343,5
42003501000,0.7812436163524791,2
42003445500,0.7515571298019742,2
42003050100,0.6273681139948044,3
42003453003,0.6510407407407407,1
42003070800,0.6646321309285607,24
42003320700,0.789404938271605,1
42003260200,0.7462851771417323,4
42003418000,0.6194018618762599,2
42003180300,0.7541561720567705,5
42003423000,0.6495464930399898,3
42003563000,0.7867609621139253,2
42003562700,0.7008255539305316,14
42003520002,0.6080082849691448,2
42003516200,0.6061319229222134,3
42003425000,0.6301908544801613,4
42003515200,0.6060539952915107,2
42003080700,0.6298008349878214,8
42003521301,0.619603592073108,4
42003140100,0.6052435878112342,10
42003281400,0.7694340219001813,3
42003080200,0.6505074448938107,2
42003261400,0.7374533603702279,4
42003981800,0.6572341463414634,1
42003420000,0.6164829268292683,1
42003562000,0.6336124290775431,7
42003980700,0.7279449974545837,21
42003446000,0.7563674698795181,1
42003492800,0.7121536585365854,1
42003492700,0.7121536585365853,1
42003564200,0.6996135802469136,1
42003487000,0.6762040662650602,2
42003431500,0.7169188726586031,4
42003413100,0.6529117181052978,2
42003050600,0.6397092177231016,2
42003040400,0.6488483373204988,16
42003477300,0.7006710843373495,1
42003202300,0.7328187500000001,1
42003521302,0.6355916840470879,3
42003980100,0.6173239672453517,3
42003050900,0.6541397590361445,1
42003474102,0.7328187500000001,1
42003413500,0.6590221280643094,5
42003474101,0.76378875,1
42003426400,0.6381056402439024,2
42003485000,0.6360895935760982,4
42003250900,0.7557734939759037,1
42003565200,0.7174528487232616,6
42003513000,0.6109750517098453,3
42003980400,0.7328179103152944,2
42003290200,0.7022272816379106,3
42003457200,0.7637887499999999,1
42003464400,0.7221535992560638,4
42003517000,0.6442898561514335,4
42003980800,0.6470371308362702,3
42003509400,0.6601629305895428,4
42003180700,0.79543875,1
42003429100,0.723848641319141,6
42003432300,0.7086592903724991,2
42003428100,0.7532843373493976,1
42003141300,0.6277268066976347,8
42003191700,0.7846460922551178,2
42003261500,0.7177204648870077,5
42003470502,0.7022596394624714,2
42003320600,0.7894049382716049,1
42003040900,0.6385356976798515,19
42003522000,0.6079531203516605,2
42003070300,0.6387446335199235,5
42003473402,0.7328187500000001,1
42003452000,0.6166469879518072,1
42003516100,0.6120270620032874,5
42003429400,0.6471686746987952,1
42003270100,0.7105041403674118,5
42003261300,0.7090818800172488,7
42003526202,0.5716416172281316,2
42003521200,0.640539141809122,3
42003140800,0.6277562602676564,8
42003111500,0.6282893715564714,11
42003565100,0.72093404302719,8
42003465600,0.7042479464720363,7
42003101400,0.6834458226475639,2
42003413300,0.6510443088648524,2
42003470400,0.76378875,1
42003470501,0.713946913580247,1
42003480101,0.7006710843373495,1
42003523600,0.6379180722891566,1
42003468800,0.8043396544101391,2
42003483800,0.6397791001387323,7
42003190300,0.7615112500000001,1
42003060500,0.6718306276234984,18
42003504100,0.7035712368975088,3
42003429201,0.6553643810675586,5
42003472100,0.76378875,1
42003499300,0.7121536585365854,1
42003427200,0.6322256097560975,1
