stop_id,stop_name,lat,lon,mode,pre_usage,post_usage,abs_change,pct_change,zone,dist_from_dt_km
E02931,AIKEN AVE AT ROSETTA ST,40.4671,-79.935,Bus,0.8909090000000001,0.7597405,-0.13116850000000002,-14.722996400305757,Inner ring (2-8 km),5.935869959451993
E29750,HOMEWOOD AVE AT HERMITAGE ST,40.4602,-79.8952,Bus,2.6227275,2.26082215,-0.3619053499999998,-13.798816308594766,Outer ring (> 8 km),8.795114132942343
S70502,SPENCER AVE AT CUSTER AVE,40.393,-79.9763,Bus,5.63863625,1.984848425,-3.653787825,-64.79914048365862,Inner ring (2-8 km),5.5468758995329
E46885,PENN CENTER BLVD AT BLDG #7,40.4266,-79.8116,Bus,7.5840907,1.5562767999999998,-6.0278139,-79.47971798385797,Outer ring (> 8 km),15.676069061651711
N27990,ISLAND AVE AT BEAVER AVE,40.4619,-80.0325,Bus,0.5181818,2.04004285,1.5218610499999998,293.6924936383331,Inner ring (2-8 km),3.8987615035039886
E70075,BROADWAY BLVD AT #1010,40.4007,-79.7727,Bus,1.056818195,0.553030295,-0.5037879,-47.67025230862911,Outer ring (> 8 km),19.40849570490555
E45890,PENN AVE OPP VILLAGE OF EASTSIDE SHPG CTR,40.4584,-79.9188,Bus,108.0954521,31.05952334,-77.03592876,-71.26657714399809,Inner ring (2-8 km),6.817594921634906
E32291,JAMES ST AT #531,40.4109,-79.8189,Bus,0.097727275,0.0681818,-0.029545475,-30.232578366684226,Outer ring (> 8 km),15.34213653975557
E41940,NEGLEY AVE AT RURAL ST,40.4655,-79.9294,Bus,28.786365,10.6915587,-18.094806300000002,-62.858948325014296,Inner ring (2-8 km),6.271048400315692
E19570,FORBES AVE AT MCKEE PL,40.4397,-79.9595,Bus,512.081814045,152.560602525,-359.52121151999995,-70.20776791116555,Inner ring (2-8 km),3.082108857220074
N18360,E 6TH AVE AT LOCK ST,40.6025,-79.7544,Bus,41.854545,25.252164999999998,-16.602380000000004,-39.66685099551316,Outer ring (> 8 km),27.217279220842986
N25430,HEMLOCK DR AT BABCOCK BLVD,40.5872,-79.9991,Bus,0.0,0.0,0.0,,Outer ring (> 8 km),16.30342065159648
S70543,CHURCHVIEW AVE AT REVO RD,40.3861,-79.943,Bus,0.9295454545454545,0.7359307359307354,-0.19361471861471902,-20.828967283735057,Inner ring (2-8 km),7.535470608669627
N71283,RIDC PARK TERMINAL,40.5004,-79.8609,Bus,24.465910275,21.3538968,-3.1120134749999977,-12.719794358846915,Outer ring (> 8 km),13.214576130473828
E40270,MONTIER ST AT BESSICA ST,40.4462,-79.8711,Bus,35.50227325,14.765151750000001,-20.7371215,-58.41068641991819,Outer ring (> 8 km),10.579488234337838
W23103,SUMMIT PARK DR OPP #35,40.4505,-80.1905,Bus,3.684090775,1.3495672,-2.334523575,-63.36769959203842,Outer ring (> 8 km),16.504167310310674
N38640,NORTH AVE AT KLOPFER ST,40.4848,-79.973,Bus,17.359090909090895,8.0,-9.359090909090895,-53.91463733961766,Inner ring (2-8 km),5.282870855228149
X20200,WEST LIBERTY AVE AT RAY AVE STEPS,40.4027,-80.0209,Bus,7.7999998999999995,2.5963203999999998,-5.2036795,-66.71384059889539,Inner ring (2-8 km),4.715818246060624
N41180,PEEBLES RD AT PEEBLES SCHOOL DRVWY,40.5654,-80.0085,Bus,0.21136363636363645,0.23484848484848447,0.023484848484848025,11.11111111111089,Outer ring (> 8 km),13.917958282245726
E02770,ABER RD AT GROVE RD,40.4678,-79.8653,Bus,9.0090913,3.63203482,-5.37705648,-59.684781749298075,Outer ring (> 8 km),11.456630543469544
S10510,BUTTERMILK HOLLOW RD OPP WALNUT DR,40.3563,-79.9116,Bus,2.65454544,0.9859307699999998,-1.6686146700000002,-62.85877215950012,Outer ring (> 8 km),11.782475482004676
S04430,ARLINGTON AVE AT FREELAND ST,40.4192,-79.9891,Bus,9.063636500000001,9.198052,0.13441549999999935,1.483019536363791,Inner ring (2-8 km),2.4481896617096828
S14792,DUQUESNE BLVD AT WHITFIELD AVE,40.3712,-79.8435,Bus,1.240909090909091,0.4318181818181815,-0.8090909090909095,-65.20146520146524,Outer ring (> 8 km),15.035409225629218
S70378,STATE ST AT FRANCIS ST,40.2968,-79.8747,Bus,0.0,0.0714285714285714,0.0714285714285714,,Outer ring (> 8 km),19.002737265369728
E17340,EAST HILLS DR AT #2220,40.4546,-79.872,Bus,1.7522729,2.4285714499999997,0.6762985499999998,38.59550358851067,Outer ring (> 8 km),10.599272346399033
N21680,FREEPORT RD AT POPLAR ST,40.6274,-79.7207,Bus,0.09545454545454546,0.0,-0.09545454545454546,-100.0,Outer ring (> 8 km),31.182394890605625
