route_id,lag,correlation,p_value
51L,6,0.3383455967473847,0.006246120934241213
52L,0,-0.41428056004358055,0.0003633884728904811
52L,1,-0.45597587384387517,0.00008237995906519422
52L,2,-0.5107413980550908,8.5863865175521e-6
52L,3,-0.5500172870255384,1.4268304427482364e-6
52L,4,-0.6052690152824199,7.305295232562453e-8
52L,5,-0.6588135929931056,2.434004445375155e-9
52L,6,-0.6676951552103508,1.677244277428674e-9
53L,0,0.05276333455378021,0.6667749852432859
53L,1,0.0911214590933356,0.45989770965617405
53L,2,0.16702300794171268,0.17671939701999842
53L,3,0.2141207208662823,0.08428034082593239
53L,4,0.23152784731082818,0.06349338167476157
53L,5,0.18269947871468223,0.14846282510832226
53L,6,0.1597134091617943,0.21117363632807534
54,0,0.5243527073725814,3.176728450382427e-6
54,1,0.44726530291127303,0.00011669326611611303
54,2,0.4069733377222452,0.0005728700320842146
54,3,0.3992825594163867,0.0008164894672064527
54,4,0.38352514268548527,0.001479148695704081
54,5,0.3167664567801173,0.010144219874228005
54,6,0.23292715555117513,0.06398883132930833
55,0,-0.13822154468785666,0.25382449608426294
55,1,-0.09548035611476059,0.4351464096410499
55,2,-0.07631015231271919,0.5362418669293112
55,3,-0.07227784565727276,0.5610739709801918
55,4,-0.07983113048460534,0.5240091009598534
55,5,-0.08405417250562675,0.5056047802873002
55,6,-0.04248702943719301,0.7388718122135941
56,0,0.044871217623577805,0.7122427189591853
56,1,0.0485264944517076,0.6921339945274061
56,2,0.011205024495380137,0.9277399066748807
56,3,-0.0629060279285387,0.6130536959421026
56,4,-0.06939223772203094,0.5798238681657014
56,5,-0.07620766728450266,0.5462673441675088
56,6,-0.05665116540994793,0.656584047858928
57,0,0.18836041080525912,0.1183883043425035
57,1,0.09838606447323492,0.42123545775752497
57,2,0.05352001159707535,0.6646763325519449
57,3,0.012174034785815786,0.9221093132269443
57,4,0.026981164582243245,0.8297306504643652
57,5,-0.0806864941026831,0.5228644128308046
57,6,-0.2495769707247663,0.04671677187742205
58,0,0.05604642780587091,0.6449152795597689
58,1,0.08544005541148811,0.4851580320061372
58,2,0.08420552447077137,0.4947857254077134
58,3,0.05588197294108751,0.6533184991059681
58,4,-0.006198443386015055,0.9606047466279442
58,5,0.053216184885832865,0.6737431561628459
58,6,0.15231795830924233,0.2295367069828987
59,0,-0.24125592187053127,0.044222775441504346
59,1,-0.16772761644219436,0.1683335270460823
59,2,-0.1872003644689093,0.12635809781912205
59,3,-0.271863340690224,0.026046480860866045
59,4,-0.30346093419867476,0.013251556413793742
59,5,-0.29963378234018373,0.01531474514118712
59,6,-0.3121148452523361,0.012046753218718991
6,0,-0.4970901991658399,0.000012009265024263292
