stop_id,stop_code,stop_name,classification,auth_class,auth_has_signal,heur_has_signal
1608,1608,BRIGHTON RD + WOODS RUN,near_side,nearside,1,1
16086,16086,CHATEAU + FRANKLIN,mid_block,none,0,0
1610,1610,BRIGHTON RD + ACACIA,mid_block,none,0,0
16104,16104,EAST BUSWAY + WILKINSBURG STATION A,mid_block,busway,0,0
16105,16105,EAST BUSWAY + HAMNETT STATION A,mid_block,busway,0,0
16106,16106,EAST BUSWAY + ROSLYN STATION A,mid_block,busway,0,0
16107,16107,EAST BUSWAY + HERRON STATION B,mid_block,busway,0,0
16109,16109,EAST BUSWAY + EAST LIBERTY STATION B,mid_block,busway,0,0
16110,16110,EAST BUSWAY + HOMEWOOD STATION B,mid_block,busway,0,0
16111,16111,EAST BUSWAY + WILKINSBURG STATION B,mid_block,busway,0,0
16118,16118,EAST BUSWAY + WILKINSBURG STATION D,mid_block,busway,0,0
16119,16119,EAST BUSWAY + HOMEWOOD STATION D,mid_block,busway,0,0
16120,16120,EAST BUSWAY + EAST LIBERTY STATION D,mid_block,busway,0,0
16121,16121,EAST BUSWAY + NEGLEY STATION D,mid_block,busway,0,0
16122,16122,EAST BUSWAY + HERRON STATION D,mid_block,busway,0,0
1613,1613,BRIGHTON RD + DAVIS,near_side,nearside,1,1
1615,1615,BRIGHTON RD + TERMON,near_side,nearside,1,1
1616,1616,BRIGHTON RD + BENTON,near_side,nearside,1,1
16177,16177,WOODSTOCK AVE + SWISSVALE STATION STEPS,mid_block,none,0,0
1618,1618,BRIGHTON RD + KLEBER,mid_block,none,0,0
1619,1619,BRIGHTON RD + PENNOCK,mid_block,none,0,0
16198,16198,E PGH-MCKSPT BLVD + OVERHILL,mid_block,none,0,0
1620,1620,BRIGHTON RD + PERROTT,mid_block,none,0,0
16201,20581,E PGH-MCKSPT BLVD + #625,mid_block,none,0,0
16227,16227,BOWMAN AVE + LIME,mid_block,none,0,0
16229,16229,EAST PITTSBURGH-MCKEESPORT + FAIRMONT,mid_block,none,0,0
16230,16230,EAST PITTSBURGH-MCKEESPORT BLVD + AULT,mid_block,none,0,0
16231,16231,EAST PITTSBURGH-MCKEESPORT BLVD + ORRIS,mid_block,none,0,0
16233,16233,EAST PITTSBURGH-MCKEESPORT BLVD + THE LANE,mid_block,none,0,0
1624,1624,LINCOLN AVE + KESWICK AVE,mid_block,none,0,0
16243,16243,PORT PERRY RD + CLYDE,mid_block,none,0,0
1625,1625,LINCOLN AVE + STRAW AVE,mid_block,none,0,0
1626,1626,LINCOLN AVE + BRIGHTON RD,near_side,nearside,1,1
16261,16261,LINCOLN AVE + BURNSIDE,mid_block,none,0,0
16270,16270,DUQUESNE BLVD + GRANT,near_side,nearside,1,1
1628,1628,LINCOLN AVE + FREMONT AVE,near_side,nearside,1,1
16281,16281,WAL MART DR + SHELTER,mid_block,none,0,0
163,163,EAST ST + VENTURE ST FS,far_side,farside,1,1
1630,1630,LINCOLN AVE + BALPH,near_side,nearside,1,1
1632,1632,DIVISION ST + MARIE,mid_block,none,0,0
1633,1633,CHURCH AVE + VICTORIA,mid_block,none,0,0
1634,1634,CHURCH AVE + WALNUT,mid_block,none,0,0
16340,16340,PROSPECT RD + BERLY,mid_block,none,0,0
16344,20446,WOODSTOCK + SWISSVALE STATION STEPS,mid_block,none,0,0
16346,16346,EAST HILLS DR + #2340,mid_block,none,0,0
16347,16347,MT TROY RD + BAUN,mid_block,none,0,0
1635,1635,CHURCH AVE + RIDGE,mid_block,none,0,0
1637,1637,CHURCH AVE + FOREST,mid_block,none,0,0
16384,16384,OXFORD DR + HOME DEPOT,near_side,nearside,1,1
164,164,EAST ST + MT PLEASANT RD,far_side,farside,1,1
16403,16403,KNOEDLER RD + MERRYHEART HOME #100,mid_block,none,0,0
16426,16426,AMITY ST + 8TH NS,near_side,nearside,1,1
16427,16427,SHADY AVE + 5TH,mid_block,none,0,0
16437,16437,WILDWOOD AVE + #473,mid_block,none,0,0
16443,16443,FREEPORT RD + CALIFORNIA,near_side,nearside,1,1
1646,1646,CENTER AVE + CHURCH,mid_block,none,0,0
1647,1647,CENTER AVE + PENNSYLVANIA,mid_block,none,0,0
16470,16470,BEATTY ST + EVA,mid_block,none,0,0
16471,16471,BEATTY ST + BAUM NS,mid_block,none,0,0
16474,16474,BAKER ST + #7207,mid_block,none,0,0
1648,1648,CENTER AVE + ALLEGHENY,mid_block,none,0,0
16482,16482,SAMPLE RD + HIGH MEADOW,mid_block,none,0,0
16484,16484,CRESCENT + SULLIVAN WAY,mid_block,none,0,0
16485,16485,CRESCENT + SULLIVAN WAY,mid_block,none,0,0
16489,16489,GEARING + FREELAND,mid_block,none,0,0
1649,1649,CENTER AVE + WALLISTON,mid_block,none,0,0
16491,16491,FREEPORT RD + DALLAS,mid_block,none,0,0
165,165,EAST ST + MILROY ST,near_side,nearside,1,1
16500,16500,MONONGAHELA + #2129,mid_block,none,0,0
16529,16529,WEST VIEW FIRE LN + WORKOUT ANYTIME,mid_block,none,0,0
16535,16535,LINDEN + BEECH,mid_block,none,0,0
16551,16551,WASHINGTON BLVD + CYPHERS COMPANY,mid_block,none,0,0
16556,16556,ALLEGHENY AVE + PENNSYLVANIA,mid_block,none,0,0
16558,16558,ALLEGHENY AVE + MARYLAND,mid_block,none,0,0
16559,16559,ALLEGHENY AVE + DELAWARE,mid_block,none,0,0
16560,16560,ALLEGHENY AVE + WASHINGTON,mid_block,none,0,0
16562,16562,ALLEGHENY AVE + CALIFORNIA,mid_block,none,0,0
16563,16563,ALLEGHENY AVE + WASHINGTON,mid_block,none,0,0
16564,16564,ALLEGHENY AVE + DELAWARE,mid_block,none,0,0
16566,16566,ALLEGHENY AVE + ANN,mid_block,none,0,0
16567,16567,ALLEGHENY AVE + PENNSYLVANIA,mid_block,none,0,0
16568,16568,ALLEGHENY AVE + ARCHIE,mid_block,none,0,0
16569,16569,ALLEGHENY AVE + HULTON,mid_block,none,0,0
16572,16572,OAKWOOD ST + NIMICK PLACE,mid_block,none,0,0
1658,1658,KENDALL AVE + DAVIS,mid_block,none,0,0
1659,1659,KENDALL AVE + CRAWFORD,mid_block,none,0,0
16595,16595,E 4TH AVE + BOYD,mid_block,none,0,0
16596,16596,LINCOLN AVE + VERONA,mid_block,none,0,0
166,166,EAST ST + HAZLETT ST,near_side,nearside,1,1
1660,1660,KENDALL AVE + WATSON,mid_block,none,0,0
16601,16601,CENTRE AVE + DITHRIDGE,mid_block,none,0,0
16605,16605,2ND ST + OLIVER,mid_block,none,0,0
16606,16606,2ND ST + HAMILTON,mid_block,none,0,0
16607,16607,2ND ST + SR CITIZEN HI-RISE,mid_block,none,0,0
16611,16611,BROWNSVILLE RD + TOWN SQUARE,near_side,nearside,1,1
16612,16612,BROWNSVILLE RD + GIANT EAGLE,near_side,nearside,1,1
16614,16614,KNOEDLER RD + BALDWIN TOWERS (#200),mid_block,none,0,0
16620,16620,KENNEDY AVE + DELL,mid_block,none,0,0
16627,16627,WALLACE AVE + PITT,mid_block,none,0,0
16628,16628,WALLACE AVE + HAY,mid_block,none,0,0
16637,16637,CRAFTON INGRAM SHOPPING CENTER + BANK (CITIZENS),mid_block,none,0,0
16648,16648,VIRGINIA AVE + BIGHAM,mid_block,none,0,0
16650,16650,CLEVER RD + FIELD CLUB,mid_block,none,0,0
16651,16651,CLEVER RD + MONTOUR HIGH SCHOOL,mid_block,nearside,1,0
16652,16652,CLEVER RD + PITCHFORK,mid_block,none,0,0
16678,16678,WALNUT ST + WAMPLER,mid_block,none,0,0
16679,16679,WALNUT ST + WAMPLER,mid_block,none,0,0
16680,16680,KENDALL AVE + CEDAR,mid_block,nearside,1,0
1669,1669,GRANT ST + JEFFERSON,mid_block,none,0,0
16695,16695,LINCOLN + HARRISON,mid_block,none,0,0
167,167,EAST ST + SUFFOLK ST,mid_block,none,0,0
1670,1670,GRANT ST + DAVIS,mid_block,none,0,0
1671,1671,GRANT ST + WASHINGTON FS,mid_block,none,0,0
1672,1672,GRANT ST + LINCOLN,mid_block,none,0,0
16779,16779,BROADWAY BLVD + #1010,mid_block,none,0,0
16832,16832,BENTLEY DR + BURROWS,mid_block,none,0,0
16839,16839,CAMP ST + BRYN MAWR,mid_block,none,0,0
16841,16841,MCKNIGHT RD + DUNCAN,near_side,nearside,1,1
16842,16842,MCKNIGHT RD + DUNCAN,near_side,nearside,1,1
16845,16845,BENTLEY DR + BURROWS,mid_block,none,0,0
16881,16881,BRIGHTON RD + BRIGHTRIDGE ST FS (BREADWORKS),mid_block,none,0,0
16882,16882,CAMBRONNE ST + WINHURST,mid_block,none,0,0
16887,16887,MAIN ST + 23RD,mid_block,none,0,0
169,169,EAST ST + ROYAL ST,mid_block,none,0,0
16932,16932,VANN RD + MINGO,mid_block,none,0,0
16940,16940,HECKEL RD OPP KENMAWR PLAZA,mid_block,none,0,0
16950,16950,PRESIDENTIAL DR + WASHINGTON,mid_block,none,0,0
16963,16963,OHIO RIVER BLVD + THRIFT STORE,mid_block,none,0,0
16967,16967,BAUM BLVD + AIKEN,near_side,nearside,1,1
16981,16981,UNIVERSAL RD + MAIN,mid_block,none,0,0
16991,16991,PATRIOT WAY + DELAFIELD,near_side,nearside,1,1
170,170,EAST ST + LAREDA ST,mid_block,none,0,0
17007,17007,GREENTREE RD + ST MARGARET SCHOOL DRIVEWAY,mid_block,none,0,0
1702,1702,ISLAND AVE + BEAVER,near_side,nearside,1,1
1704,1704,BEAVER AVE + BRANCHPORT,mid_block,none,0,0
1705,1705,COLUMBUS AVE + CHATEAU FS,mid_block,none,0,0
1706,1706,COLUMBUS AVE + MANHATTAN,mid_block,none,0,0
1707,1707,MANHATTAN ST + JUNIATA,mid_block,none,0,0
1708,1708,MANHATTAN ST + N FRANKLIN,mid_block,none,0,0
17081,17081,BROADWAY BLVD + #1010,mid_block,none,0,0
1709,1709,MANHATTAN ST + LIVERPOOL,mid_block,none,0,0
171,171,NORTH AVE + MIDDLE ST FS,far_side,none,0,1
1710,1710,MANHATTAN ST + PENNSYLVANIA,mid_block,none,0,0
17109,17109,WM PENN HWY + DOLLAR BANK,mid_block,none,0,0
17110,17110,WM PENN HWY + ECKARD,mid_block,none,0,0
17126,17126,JAMES ST + BUENA VISTA,mid_block,none,0,0
17168,17168,PARK MANOR DR + ROBINSON CENTER DR,near_side,nearside,1,1
1717,1717,BRIGHTON + GIANT EAGLE LOWER LOT,mid_block,none,0,0
17170,17170,LINCOLN HWY + GREENSBURG PIKE,mid_block,none,0,0
17182,17182,AIRBRAKE AVE + #620,mid_block,none,0,0
1719,1719,PENNSYLVANIA AVE + FULTON,mid_block,none,0,0
172,172,NORTH AVE + JAMES ST,near_side,nearside,1,1
1720,1720,PENNSYLVANIA AVE + FONTELLA,mid_block,none,0,0
1721,1721,PENNSYLVANIA AVE + ALLEGHENY,near_side,nearside,1,1
17212,17212,CLOVERFIELD ST + AGNEW,mid_block,none,0,0
1722,1722,ALLEGHENY AVE + SHEFFIELD,mid_block,none,0,0
17224,17224,5TH AVE + #1681,mid_block,none,0,0
17229,17229,HAZELWOOD AVE + GLADSTONE,mid_block,none,0,0
1723,1723,ALLEGHENY AVE + NORTH,near_side,nearside,1,1
17235,17235,JEFFERS ST + #1330,mid_block,none,0,0
1725,1725,ALLEGHENY AVE + NORTH,near_side,nearside,1,1
1726,1726,ALLEGHENY AVE + SHEFFIELD,mid_block,none,0,0
17263,17263,S 26TH ST + SIDNEY,mid_block,none,0,0
17264,17264,SIDNEY ST + S 27TH,mid_block,none,0,0
17265,17265,SIDNEY ST + S 28TH,mid_block,none,0,0
17269,17269,GREENFIELD AVE+ 322,mid_block,none,0,0
1727,1727,PENNSYLVANIA AVE + BIDWELL ST,mid_block,none,0,0
17277,17277,SHADY AVE + HOBART,mid_block,none,0,0
1728,1728,PENNSYLVANIA AVE + SEDGEWICK,mid_block,none,0,0
17284,17284,MILLVALE AVE.+MITRE WAY,mid_block,nearside,1,0
17286,17286,EAST CARSON ST + 11TH,near_side,none,0,1
1729,1729,PENNSYLVANIA AVE + FULTON,mid_block,none,0,0
1730,1730,PENNSYLVANIA AVE + MANHATTAN,mid_block,none,0,0
17307,17307,SOUTHERN AV+ COWAN,mid_block,none,0,0
1731,1731,PENNSYLVANIA AVE + CHATEAU,mid_block,none,0,0
17313,17313,WOODSTOCK AVE +2690,mid_block,none,0,0
17323,17323,FREEPORT RD + EVERGREEN,mid_block,none,0,0
17324,17324,FREEPORT RD + EVERGREEN,mid_block,none,0,0
17327,17327,FREEPORT RD + ALTERMOOR DR,mid_block,none,0,0
1733,1733,CHATEAU ST + ADAMS,mid_block,none,0,0
17335,17335,SWISSVALE AVE + COAL,mid_block,none,0,0
17347,17347,VILLAGE DR + SOUTH HIILS VILLAGE PARKING GARAGE,mid_block,none,0,0
17349,17349,FREEPORT RD + OAK MANOR,near_side,nearside,1,1
1735,1735,CHATEAU ST TURNAROUND + BEAVER,mid_block,none,0,0
17350,17350,FREEPORT RD + OAK MANOR,near_side,nearside,1,1
17355,17355,FREEPORT RD + DOLLAR BANK(WATERWORKS),mid_block,none,0,0
17356,17356,FREEPORT + #1050,near_side,nearside,1,1
1737,1737,METROPOLITAN ST + CITIZENS BANK DRVWY,mid_block,none,0,0
17374,17374,CHARTIERS VALLEY SHOPPING CENTER DR + GIANT EAGLE,mid_block,none,0,0
1738,1738,METROPOLITAN ST + COLUMBUS,mid_block,none,0,0
17381,17381,MCCOY RD + #208,mid_block,none,0,0
17389,17389,MCKNIGHT RD + IVORY AVE RAMP FS,mid_block,none,0,0
1739,1739,METROPOLITAN ST + BRANCHPORT,mid_block,none,0,0
174,174,CEDAR AVE + EAST OHIO ST,near_side,nearside,1,1
1740,1740,BRANCHPORT ST + PREBLE,mid_block,none,0,0
1742,1742,PREBLE AVE + ISLAND,mid_block,none,0,0
17422,17422,DYNAMO WAY + BEECH,mid_block,none,0,0
17426,17426,JEFFERSON DR + COMMUNITY CENTER,mid_block,none,0,0
17427,17427,PLEASANT RIDGE RD + OAK,mid_block,none,0,0
17430,17430,OVERLOOK PLACE + PLEASANT RIDGE,mid_block,none,0,0
17431,17431,PLEASANT RIDGE + SENIOR HIGHRISE,mid_block,none,0,0
17432,17432,JEFFERSON DR + MCOY,mid_block,none,0,0
17453,17453,VANADIUM RD + BOWER HILL,near_side,nearside,1,1
175,175,CEDAR AVE + PRESSLEY ST,mid_block,none,0,0
17503,17503,BROADHEAD-FORDING RD + W PROSPECT,mid_block,none,0,0
17509,17509,WORTHINGTON AVE + INTERSTATE LOUNGE(#1560),mid_block,none,0,0
17510,17510,WORTHINGTON AVE + INTERSTATE LOUNGE(#1560),mid_block,none,0,0
17518,17518,AMITY ST + 8TH,near_side,nearside,1,1
17519,17519,AMITY + 7TH AVE,far_side,nearside,1,1
17520,17520,EVANS AVE + MCKEESPORT HOSPITAL EMERGENCY,mid_block,none,0,0
17521,17521,EVANS AVE + MCKEESPORT HOSPITAL MAIN ENTRANCE,mid_block,none,0,0
17533,17533,PROSPECT RD + CAPAREL TOWNHOUSES,mid_block,none,0,0
17534,17534,PROSPECT RD + BERYL FS,mid_block,none,0,0
17552,17552,BRIGHTON RD + ARMANDALE,mid_block,none,0,0
17592,17592,BAPTIST + WEYMAN RD FS (CASTE VILLAGE),near_side,farside,1,1
176,176,ANDERSON ST + LACOCK ST,near_side,nearside,1,1
17602,17602,HIGHLAND AVE + BROAD ST,mid_block,none,0,0
17625,17625,PLEASANT RIDGE RD + OVERLOOK,mid_block,none,0,0
17633,17633,WEST BUSWAY + BELL STATION A,mid_block,busway,0,0
17634,17634,BROWNSVILLE RD + MATHEWS,mid_block,none,0,0
17645,17645,STEUBENVILLE PIKE + HADDOCK,near_side,nearside,1,1
17647,17647,WATERFRONT DR + COSTCO WHOLESALE DRVWY,mid_block,none,0,0
17656,18827,WATERWORKS DR + BED BATH & BEYOND (WALMART),mid_block,none,0,0
17666,17666,ELIZA ST + DIVISION,mid_block,none,0,0
17677,17677,ROSS ST + WOOD,mid_block,none,0,0
1768,1768,COLBY ST + FABER,mid_block,none,0,0
1769,1769,SIRIUS ST + #3517,mid_block,none,0,0
1770,1770,REGULUS ST + COLBY,mid_block,none,0,0
1772,1772,COLBY ST + MT PLEASANT,mid_block,none,0,0
1773,1773,MT PLEASANT RD + NORTHVIEW HTS SCHOOL,mid_block,none,0,0
17733,17733,SECOND AVENUE + PGH TECH CTR (MIDDLE ACCESS ROAD),near_side,nearside,1,1
17734,17734,VA HOSPITAL TRANSIT LOOP + SHELTER,mid_block,none,0,0
17736,17736,MAIN + 22ND,near_side,nearside,1,1
17737,17737,WATERFRONT DR + BRIDGE ST. (RED ROBIN),near_side,nearside,1,1
1774,1774,MT PLEASANT RD + #384,mid_block,none,0,0
17744,17744,AMITY ST + TARGET DR,near_side,nearside,1,1
17749,4854,E CARSON ST + 24TH,near_side,nearside,1,1
1775,1775,MT PLEASANT RD + CHICAGO,mid_block,none,0,0
1776,1776,MT PLEASANT RD + HAZLETT,mid_block,none,0,0
17765,17765,FIFTH AVE RAMP + FIFTH AVE NS,near_side,nearside,1,1
1777,1777,MT PLEASANT RD + PENFORT,mid_block,none,0,0
1778,1778,PENFORT ST + #338,mid_block,none,0,0
17791,17791,MCKSPT TRANSPORTATION CTR + BAY #2,ambiguous,nearside,1,0
178,178,ANDERSON ST + ISABELLA ST,mid_block,none,0,0
1780,1780,PENFORT ST + #173,mid_block,none,0,0
1781,1781,PENFORT ST + ESSEN,mid_block,none,0,0
1782,1782,CHARLES ST + WILSON,mid_block,none,0,0
17824,17824,WATERFRONT DR + LOEWS THEATER,mid_block,none,0,0
1785,1785,CHARLES ST + IRWIN,mid_block,none,0,0
1786,1786,CHARLES ST + BIZET,mid_block,none,0,0
1787,1787,CHARLES ST + CROSS,mid_block,none,0,0
1788,1788,CHARLES ST + IZORA,mid_block,none,0,0
1789,1789,CHARLES ST + STRAUSS,mid_block,none,0,0
179,179,9TH ST + PENN AVE,near_side,nearside,1,1
1790,1790,CHARLES ST + BRIGHTRIDGE,mid_block,none,0,0
1792,1792,CHARLES ST + BRIGHTON,near_side,nearside,1,1
1796,1796,EAST OHIO + CEDAR,near_side,nearside,1,1
1797,1797,COLBY ST + MT PLEASANT FS,mid_block,none,0,0
1806,1806,CHARLES ST + BRIGHTRIDGE,mid_block,none,0,0
1807,1807,CHARLES ST + STRAUSS,mid_block,none,0,0
1809,1809,CHARLES ST + CROSS,mid_block,none,0,0
1810,1810,CHARLES ST + BIZET,mid_block,none,0,0
1811,1811,CHARLES ST + IRWIN,mid_block,none,0,0
1812,1812,CHARLES ST + #2562,mid_block,none,0,0
1813,1813,CHARLES ST + KENN,mid_block,none,0,0
1814,1814,CHARLES ST + WILSON,mid_block,none,0,0
18141,18141,ELLSWORTH AVE + EAST LIBERTY STATION,mid_block,none,0,0
18142,18142,ELLSWORTH AVE+ SPAHR,mid_block,none,0,0
18148,18148,GROSS ST + FRIENDSHIP,near_side,nearside,1,1
18149,18149,FRIENDSHIP AVE + HOWLEY,near_side,nearside,1,1
1815,1815,CHARLES ST + KIMBERLIN,mid_block,none,0,0
18150,18150,39TH ST + BUTLER,mid_block,none,0,0
18152,18152,40TH + GOVERNMENT WAY STEPS,mid_block,none,0,0
18153,18153,FRIENDSHIP AVE + HOWLEY,far_side,nearside,1,1
18156,18156,MURRAY AVE + BEACON,near_side,nearside,1,1
18158,18158,MCKEESPORT TRANSPORTATION CENTER AT BAY #2,far_side,none,0,1
18159,18159,DUQUESNE + LIBRARY,ambiguous,nearside,1,0
1816,1816,CHARLES ST + LELAND,mid_block,none,0,0
18164,18164,FIFTH AVE + KIRKPATRICK FS,far_side,farside,1,1
18165,18165,FIFTH AVE + BRENHAM FS,mid_block,none,0,0
1817,1817,CHARLES ST + SHELTON,mid_block,none,0,0
18173,18173,FORBES + MARGARET MORRISON NS,near_side,nearside,1,1
18174,18174,LYSLE BLVD + COURSIN FS,mid_block,none,0,0
18175,18175,LIBRARY PL + 1ST,mid_block,none,0,0
18176,18176,KENNYWOOD BLVD + GLENCAIRN FS,mid_block,none,0,0
18179,18179,MURRAY AVE+ FLEMINGTON FS,mid_block,none,0,0
18184,18184,WALNUT ST + CENTER FS,far_side,farside,1,1
18191,18191,WALNUT ST + 13TH FS,mid_block,none,0,0
18193,18193,VERSAILLES AVE + SUMAC,mid_block,none,0,0
18194,18194,EVANS AVE + HOSPITAL DR,mid_block,none,0,0
18196,18196,WALNUT ST + 5TH FS,far_side,farside,1,1
18197,18197,WALNUT ST + 7TH FS,mid_block,none,0,0
18199,18199,WALNUT ST + 27TH,mid_block,none,0,0
1821,1821,PENFORT ST + #174,mid_block,none,0,0
1823,1823,PENFORT ST + MT PLEASANT,mid_block,none,0,0
1824,1824,MT PLEASANT RD + HAZLETT,mid_block,none,0,0
1825,1825,MT PLEASANT RD + CHICAGO,mid_block,none,0,0
18256,18256,ISLAND AVE + ADRIAN,mid_block,none,0,0
18257,18257,RIVER AVE + UNDERPASS,mid_block,none,0,0
1826,1826,MT PLEASANT RD + #415,mid_block,none,0,0
1827,1827,MT PLEASANT RD + BEECH,mid_block,none,0,0
18275,18275,WESTERN AVE + ALLEGHENY FS,far_side,farside,1,1
18276,18276,WESTERN AVE + BRIGHTON FS,mid_block,none,0,0
1828,1828,MT PLEASANT RD + #305,mid_block,none,0,0
18280,18280,MERCHANT ST + 3RD FS,mid_block,none,0,0
18281,18281,BEAVER ST + MAIN FS,mid_block,none,0,0
18283,18283,BEAVER RD + ACADEMY FS,far_side,farside,1,1
18284,18284,BEAVER ST + DIVISION FS,mid_block,none,0,0
18285,18285,BEAVER ST + PEEBLES,mid_block,none,0,0
18286,18286,CASINO CR + NORTH POINT FS (BUS BAY),mid_block,none,0,0
18287,18287,BEAVER RD + EDGEWORTH FS,mid_block,none,0,0
18288,18288,OHIO RIVER BLVD + MCKEES ROCKS BRIDGE,near_side,nearside,1,1
18289,18289,REEDSDALE ST + BOYCE,mid_block,none,0,0
1829,1829,ALLEGHENY SQ WEST + STOP #2,mid_block,none,0,0
18291,18291,OHIO RIVER BLVD + MCKEES ROCKS BRIDGE FS,mid_block,none,0,0
18292,18292,OHIO RIVER BLVD + RIVERVIEW,far_side,farside,1,1
18293,18293,OHIO RIVER BLVD + ELIZABETH FS,far_side,farside,1,1
18294,18294,OHIO RIVER BLVD + CAMP HORNE NS,mid_block,none,0,0
18296,18296,BEAVER ST + BOUNDARY FS,mid_block,none,0,0
18298,18298,BEAVER RD + EDGEWORTH,mid_block,none,0,0
18305,18305,CALIFORNIA AVE AT ELIZABETH AVE,mid_block,none,0,0
18307,18307,WINHURST ST + CALIFORNIA FS,mid_block,none,0,0
18308,18308,BRIGHTON RD + MARSHALL NS,near_side,nearside,1,1
1831,1831,ARCH ST + MERCY PROVIDENCE HOSP,mid_block,none,0,0
18312,18312,SOUTH COMMONS + FEDERAL FS,mid_block,none,0,0
18317,18317,WINHURST ST + CALIFORNIA,mid_block,none,0,0
18318,18318,CALIFORNIA AVE OPP ELIZABETH,mid_block,none,0,0
1832,1832,ARCH ST + NORTH,near_side,nearside,1,1
18320,18320,CALIFORNIA AVE + OHIO st,mid_block,none,0,0
18326,18326,CENTER ST + 7TH,near_side,nearside,1,1
18331,18331,PITTSBURGH ST + COLFAX FS,near_side,nearside,1,1
18337,18337,PITTSBURGH ST + SCHOOL FS,far_side,farside,1,1
18339,18339,PITTSBURGH ST + ROSA FS,mid_block,none,0,0
18341,18341,PITTSBURGH ST + MURRAY HILL FS,mid_block,none,0,0
18342,18342,PITTSBURGH ST + HIGHLAND FS,far_side,farside,1,1
18348,18348,PITTSBURGH ST + ELIZABETH,mid_block,none,0,0
18349,18349,PITTSBURGH ST + CHESWICK AVE,mid_block,none,0,0
18354,18354,E OHIO ST + CHESTNUT FS,mid_block,none,0,0
18362,18362,FREEPORT RD + LEWIS,mid_block,none,0,0
18373,18373,FREEPORT RD + BONNIEVIEW FS,mid_block,none,0,0
18377,18377,5TH AVE + FRANKSTOWN AVE,near_side,nearside,1,1
18380,18380,FREEPORT RD + PADDOCK,mid_block,none,0,0
18395,18395,JAMES ST + HARPER,mid_block,none,0,0
18397,18397,DUQUESNE BLVD + HERMAN FS,mid_block,none,0,0
18398,18398,SECOND AVE + PGH TECH CTR (MIDDLE ACCESS ROAD),near_side,nearside,1,1
18400,18400,BALDRIDGE AVE + 6TH ST FS (SR HI-RISE),mid_block,none,0,0
18401,18401,WOODSTOCK AVE + WILKINS F S,mid_block,none,0,0
18408,18408,KENNEDY AVE + 6TH,mid_block,none,0,0
18409,18409,KENNEDY AVE + 4TH,near_side,nearside,1,1
18410,18410,KENNEDY AVE + 2ND,mid_block,none,0,0
18411,18411,KENNEDY AVE + 4TH,near_side,nearside,1,1
18412,18412,KENNEDY AVE + 6TH,mid_block,none,0,0
18413,18413,KENNEDY AVE + AURILES,mid_block,none,0,0
18419,18419,WHITAKER WAY + MARIGOLD,mid_block,none,0,0
18421,18421,HWY RT 51 + MAXWELL,mid_block,none,0,0
18431,18431,HWY RT 51 + BROWNSVILLE,near_side,nearside,1,1
18432,18432,HWY RT 51 + COAL VALLEY FS,mid_block,none,0,0
18434,18434,HWY RT 51 + OLD CLAIRTON F.S.,far_side,farside,1,1
18449,18449,MIFFLIN RD + LEBANON FS,mid_block,none,0,0
18450,18450,IMOGENE RD + BROWNS HILL FS,far_side,farside,1,1
18452,18452,JOHNSTON AVE + RIVERMONT FS,mid_block,none,0,0
18453,18453,JOHNSTON AVE + SECOND FS,mid_block,none,0,0
18455,18455,JOHNSTON AVE + ROSELLE,mid_block,none,0,0
18457,18457,JOHNSTON AVE + RIVERMONT,mid_block,none,0,0
18458,18458,IMOGENE RD + BROWNS HILL,near_side,nearside,1,1
18465,18465,E CARSON ST + 7TH FS,mid_block,none,0,0
1847,1847,CALIFORNIA AVE + WINHURST ST,mid_block,none,0,0
18471,18471,BROWNSVILLE RD + BAUSMAN FS,far_side,farside,1,1
18472,18472,BROWNSVILLE RD + CEDRICTON FS,mid_block,none,0,0
18473,18473,BROWNSVILLE RD + W CHERRYHILL NS,mid_block,none,0,0
18475,18475,BROWNSVILLE RD + BRENTRIDGE FS,mid_block,none,0,0
18477,18477,BROWNSVILLE RD + HILLMAN FS,mid_block,none,0,0
1848,1848,CALIFORNIA AVE + CHELLIS ST,mid_block,none,0,0
18481,18481,W 5TH AVE + RAMP #1 FS,mid_block,none,0,0
18484,18484,MIFFLIN RD + #1236,mid_block,none,0,0
18485,18485,MIFFLIN RD + LEBANON FS,near_side,farside,1,1
18490,18490,MIFFLIN RD + INTERBORO,near_side,nearside,1,1
18492,18492,LYSLE BLVD + LOCUST FS,far_side,farside,1,1
18493,18493,LYSLE BLVD + WALNUT FS,mid_block,none,0,0
18494,18494,BEACON ST + MURDOCH FS,mid_block,none,0,0
18499,18499,MULHATTON ST + BEACON FS,mid_block,none,0,0
1850,1850,CALIFORNIA AVE + MARMADUKE ST,mid_block,none,0,0
18503,18503,JAMES ST + SPEELMAN FS,mid_block,none,0,0
18507,18507,BRINTON RD + HOLIDAY INN DRVWY FS,mid_block,none,0,0
18508,18508,ARDMORE BLVD + MARLBORO FS,far_side,farside,1,1
18509,18509,SOUTH AVE + ELVIA FS,mid_block,none,0,0
18510,18510,SOUTH AVE + WOOD NS,mid_block,none,0,0
18513,18513,GRANDVIEW AVE + BESSEMER NS,mid_block,none,0,0
18515,18515,PENN AVE + SHAW FS,mid_block,none,0,0
18516,18516,BRADDOCK AVE + ELECTRIC,near_side,nearside,1,1
18520,18520,BRINTON RD + DRIVEWAY,mid_block,none,0,0
18522,18522,OXFORD DR + MALL BLVD,mid_block,none,0,0
18523,18523,JAMES ST + MONROEVILLE,mid_block,none,0,0
