geoid,population,land_area_m2,dist_to_stop_m,pop_density,within_half_mile,density_quartile
42003501000,1620,1253698.0,220.82982220895693,1292.1772229037615,true,2
42003476200,3322,1717185.0,222.43063285073038,1934.5615061859962,true,3
42003070800,2530,446681.0,225.04241629820095,5663.99734933879,true,4
42003486800,1506,1282175.0,226.21095255671528,1174.5666543178584,true,2
42003515401,2171,609231.0,226.95493737360349,3563.50875119618,true,4
42003040900,3722,912392.0,227.11167713725314,4079.3869301791337,true,4
42003515100,2911,1101841.0,228.82341100672096,2641.94198618494,true,4
42003487000,1614,2502861.0,230.3674544024474,644.8620199044215,true,1
42003050100,1561,790373.0,231.73672937511324,1975.016859128538,true,3
42003270100,2459,1039814.0,232.6768770861482,2364.8460205382885,true,3
42003457100,1433,940181.0,235.32575976079633,1524.1746004226848,true,3
42003261500,1871,1135495.0,235.73074875937644,1647.739532098336,true,3
42003481000,3357,879248.0,235.88608204846665,3818.0354120794136,true,4
42003494000,1433,888039.0,238.00927395410048,1613.6678681904739,true,3
42003428100,1200,924353.0,240.8545845698177,1298.2053393021931,true,2
42003525300,2192,1621773.0,244.50512817677674,1351.6071608048724,true,2
42003563000,3361,3938517.0,244.64401521775852,853.3668891107999,true,2
42003429201,4978,4689842.0,245.33452004710162,1061.443008101339,true,2
42003111400,1302,327621.0,247.39184839368414,3974.1042240881993,true,4
42003070300,2278,428546.0,249.5086768170317,5315.648728491224,true,4
42003563201,266,315777.0,253.3849224803609,842.3666068143026,true,2
42003560500,2212,464334.0,254.23085122153014,4763.812255833086,true,4
42003320600,2232,1479651.0,258.9194494049691,1508.4638201846249,true,3
42003492700,1997,3847041.0,260.6463138037202,519.1002643330289,true,1
42003981800,385,1822888.0,261.61976127698335,211.20332132308735,true,1
42003080200,1867,344564.0,263.8819601320095,5418.441856955457,true,4
42003191700,3427,1865135.0,267.20557201980864,1837.4005098826626,true,3
42003562300,2966,3115857.0,269.20739347327344,951.9050457065264,true,2
